ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude,family,intended_formula_OBELiX,expected_formula_counts_json,spectrum_file,production_structure_file,production_structure_selection,production_structure_score,source_structure_file,source_structure_selection,source_structure_score,source_structure_role,eigen_file,eigen_selection,eigen_score,audit_status,production_parser,production_formula,production_reduced_formula,production_n_sites,production_volume_A3,production_volume_per_site_A3,production_density_g_cm3,production_min_distance_A,geometry_status,production_is_ordered,production_partial_or_mixed_sites,production_mixed_species_sites,production_underoccupied_sites,production_overoccupied_sites,composition_status,scale_all,framework_scale_raw,framework_scale_formula_units,framework_scale_nearest_integer,framework_scale_integer_deviation,framework_scale_anchor_elements,max_relative_stoich_error,framework_max_relative_stoich_error,max_absolute_count_error_atoms,framework_max_absolute_count_error_atoms,n_elements_outside_pass_tolerance,n_elements_outside_warn_tolerance,composition_total_variation_error,expected_Li_at_framework_scale,actual_Li,Li_count_error,Li_absolute_count_error,Li_relative_error,missing_elements,extra_elements,expected_counts_at_framework_scale_json,actual_counts_json,actual_minus_expected_json,element_absolute_errors_json,element_relative_errors_json,element_pass_flags_json,element_warn_flags_json,neutral_oxidation_guess_status,neutral_oxidation_guess_json,source_parser,source_formula,source_reduced_formula,source_counts_json,source_is_ordered,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_comparison_to_OBELiX,source_Li_relative_error_to_OBELiX,spectrum_n_frequency_points,spectrum_min_plotted_frequency_THz,spectrum_max_plotted_frequency_THz,spectrum_median_native_spacing_THz,spectrum_max_native_spacing_THz,spectrum_points_0_to_100_THz,spectrum_total_positive_area_0_to_100,spectrum_Li_positive_area_0_to_100,spectrum_coarse_grid_flag,spectrum_high_max_frequency_flag,spectrum_very_high_max_frequency_flag,spectrum_negative_plotted_grid_endpoint_flag,eligible_primary_audit,eligible_strict_audit,eligible_exact_audit,source_folder,li_file,total_file,selection_score,has_paired_spectrum,has_target_limit_policy,included_primary,included_strict,included_exact,primary_exclusion_reason
tqb,Li1.5Zn0.75PS4,2,Li3.0Zn1.5P2.0S8.0,1.65e-05,,, I-4,82,5.764,5.764,8.843,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,available,264463-ICSD,,,,,264463.0,69.0,,test,1.65e-05,False,,1.65e-05,1.65e-05,1.65e-05,-4.782516055786093,-4.782516055786093,-4.782516055786093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
0lo,Li0.27La0.57TiO3,2,Li0.54La1.14Ti2.0O6.0,0.00034,,,P4/mmm,123,3.873,3.873,7.75,90.0,90.0,90.0,perovskites,10.1021/cm001207u,1,D2 - 61,not available,,,,,,,61.0,,test,0.00034,False,,0.00034,0.00034,0.00034,-3.4685210829577446,-3.4685210829577446,-3.4685210829577446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
86o,La0.61Li0.18TiO3,2,La1.22Li0.36Ti2.0O6.0,0.000412,,,P4/mmm,123,3.8695,3.8695,7.778,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000412,False,,0.000412,0.000412,0.000412,-3.3851027839668655,-3.3851027839668655,-3.3851027839668655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
2lu,La0.55Li0.36TiO3,2,La1.1Li0.72Ti2.0O6.0,0.000688,,,P4/mmm,123,3.868,3.868,7.751,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000688,False,,0.000688,0.000688,0.000688,-3.162411561764489,-3.162411561764489,-3.162411561764489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
bd5,La0.54Li0.39TiO3,2,La1.08Li0.78Ti2.0O6.0,0.000651,,,P4/mmm,123,3.867,3.867,7.748,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000651,False,,0.000651,0.000651,0.000651,-3.186419011431808,-3.186419011431808,-3.186419011431808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
ukw,La0.52Li0.45TiO3,2,La1.04Li0.9Ti2.0O6.0,0.000501,,,P4/mmm,123,3.8673,3.8673,7.739,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000501,False,,0.000501,0.000501,0.000501,-3.300162274132754,-3.300162274132754,-3.300162274132754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
5h8,La0.58Li0.27TiO3,2,La1.16Li0.54Ti2.0O6.0,0.000599,,,P4/mmm,123,3.87,3.87,7.773,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000599,False,,0.000599,0.000599,0.000599,-3.2225731776106885,-3.2225731776106885,-3.2225731776106885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
2ha,La0.56Li0.33TiO3,2,La1.12Li0.66Ti2.0O6.0,0.000165,,,P4/mmm,123,3.89816,3.89816,7.8519,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2013.04.195,1,D2 - 98,not available,,,,,,,98.0,,test,0.000165,False,,0.000165,0.000165,0.000165,-3.7825160557860937,-3.7825160557860937,-3.7825160557860937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
il5,Nd0.25Li0.25TaO3,2,Nd0.5Li0.5Ta2.0O6.0,1.31e-08,,,P4/mmm,123,3.872,3.872,7.73,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00414-7,1,D1 - 615,not available,,,,,,,,615.0,test,1.31e-08,False,,1.31e-08,1.31e-08,1.31e-08,-7.882728704344236,-7.882728704344236,-7.882728704344236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
r1m,Sm0.25Li0.25TaO3,2,Sm0.5Li0.5Ta2.0O6.0,4.32e-10,,,P4/mmm,123,3.859,3.859,7.71,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00414-7,1,D1 - 615,not available,,,,,,,,615.0,test,4.32e-10,False,,4.32e-10,4.32e-10,4.32e-10,-9.364516253185087,-9.364516253185087,-9.364516253185087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
cmn,Li1.8Cr0.8Ti1.2(PO4)3,6,Li10.8Cr4.8Ti7.2P18.0O72.0,0.00024,,,R-3c,167,8.539,8.539,20.947,90.0,90.0,120.0,NASICON,10.1016/0167-2738(88)90291-3,1,D1 - 870,not available,,,,,,,,727.0,test,0.00024,False,,0.00024,0.00024,0.00024,-3.619788758288394,-3.619788758288394,-3.619788758288394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
lc1,Li1.2Al1.1Ta0.9(PO4)3,6,Li7.2Al6.6Ta5.4P18.0O72.0,6.5e-07,,,R-3c,167,8.513,8.513,21.229,90.0,90.0,120.0,NASICON,10.1039/a807007e,1,D1 - 350,not available,,,,,,,,281.0,test,6.5e-07,False,,6.5e-07,6.5e-07,6.5e-07,-6.187086643357144,-6.187086643357144,-6.187086643357144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
sxv,LiAlTa(PO4)3,6,Li6.0Al6.0Ta6.0P18.0O72.0,6.5e-07,,,R-3c,167,8.542,8.542,20.815,90.0,90.0,120.0,NASICON,10.1039/a807007e,1,D1 - 350,not available,,,,,,,,282.0,test,6.5e-07,False,,6.5e-07,6.5e-07,6.5e-07,-6.187086643357144,-6.187086643357144,-6.187086643357144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
xnb,Li5PS4(BH4)2,4,Li20.0P4.0S16.0B8.0H32.0,0.0018,,,F-43m,216,10.01,10.01,10.01,90.0,90.0,90.0,argyrodites,10.1021/acsomega.8b00377,1,D1 - 583,not available,,,,,,,,583.0,test,0.0018,False,,0.0018,0.0018,0.0018,-2.744727494896694,-2.744727494896694,-2.744727494896694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
lk8,(La0.55Li0.45)(Ti0.9Al0.1)O3,1,La0.55Li0.45Ti0.9Al0.1O3.0,0.00151,,,Pm-3m,221,3.8697,3.8697,3.8697,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254045.0,186.0,,test,0.00151,False,,0.00151,0.00151,0.00151,-2.8210230527068307,-2.8210230527068307,-2.8210230527068307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
lud,(La0.6Li0.4)(Ti0.8Al0.2)O3,1,La0.6Li0.4Ti0.8Al0.2O3.0,0.000568,,,Pm-3m,221,3.8617,3.8617,3.8617,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254046.0,186.0,,test,0.000568,False,,0.000568,0.000568,0.000568,-3.245651664288981,-3.245651664288981,-3.245651664288981,perovskites,(La0.6Li0.4)(Ti0.8Al0.2)O3,"{""Al"": 0.2, ""La"": 0.6, ""Li"": 0.4, ""O"": 3.0, ""Ti"": 0.8}",/content/obelix_composition_audit/combined_option_a_spectra/test/lud/lud_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lud/relaxed_lud.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lud/ordered_adaptive_lud.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_GENERAL_STOICHIOMETRY,pymatgen_structure,Li1 La1 Ti1 Al1 O3,LiLaTiAlO3,7.0,109.91244056113382,15.701777223019118,4.059372789430567,1.8761431582907009,PASS,True,0.0,0.0,0.0,0.0,FAIL_GENERAL_STOICHIOMETRY,1.0,1.0,1.0,1.0,0.0,O,4.0,4.0,0.8,0.8,2.0,0.0,0.1885714285714285,0.4,1.0,0.6,0.6,1.4999999999999998,,,"{""Al"": 0.2, ""La"": 0.6, ""Li"": 0.4, ""O"": 3.0, ""Ti"": 0.8}","{""Al"": 1.0, ""La"": 1.0, ""Li"": 1.0, ""O"": 3.0, ""Ti"": 1.0}","{""Al"": 0.8, ""La"": 0.4, ""Li"": 0.6, ""O"": 0.0, ""Ti"": 0.2}","{""Al"": 0.8, ""La"": 0.4, ""Li"": 0.6, ""O"": 0.0, ""Ti"": 0.2}","{""Al"": 4.0, ""La"": 0.66666667, ""Li"": 1.5, ""O"": 0.0, ""Ti"": 0.25}","{""Al"": false, ""La"": true, ""Li"": false, ""O"": true, ""Ti"": true}","{""Al"": true, ""La"": true, ""Li"": true, ""O"": true, ""Ti"": true}",no_neutral_assignment_found,,pymatgen_cif_tolerance2,Li0.5 La0.5 Ti0.5 Al0.5 O3,Li0.5La0.5Ti0.5Al0.5O3,"{""Al"": 0.5, ""La"": 0.5, ""Li"": 0.5, ""O"": 3.0, ""Ti"": 0.5}",False,2.0,2.0,0.0,WARN_INTEGERIZATION_APPROXIMATION,0.2499999999999999,201.0,-2.1171233059215204,21.75978443066403,0.1193845386829277,0.1193845386829366,183.0,20.91606004484001,3.118998995402638,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lud,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lud/Lithium_PDOS_lud.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lud/Total_DOS_lud.csv,980.0,True,True,False,False,False,audit:FAIL_GENERAL_STOICHIOMETRY/PASS
vlm,(La0.65Li0.35)(Ti0.7Al0.3)O3,1,La0.65Li0.35Ti0.7Al0.3O3.0,0.000161,,,Pm-3m,221,3.8594,3.8594,3.8594,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254047.0,186.0,,test,0.000161,False,,0.000161,0.000161,0.000161,-3.7931741239681505,-3.7931741239681505,-3.7931741239681505,perovskites,(La0.65Li0.35)(Ti0.7Al0.3)O3,"{""Al"": 0.3, ""La"": 0.65, ""Li"": 0.35, ""O"": 3.0, ""Ti"": 0.7}",/content/obelix_composition_audit/combined_option_a_spectra/test/vlm/vlm_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vlm/relaxed_vlm.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vlm/ordered_adaptive_vlm.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_GENERAL_STOICHIOMETRY,pymatgen_structure,Li1 La1 Ti1 Al1 O3,LiLaTiAlO3,7.0,109.91243680512132,15.701776686445902,4.059372928150583,1.8761433886172787,PASS,True,0.0,0.0,0.0,0.0,FAIL_GENERAL_STOICHIOMETRY,1.0,1.0,1.0,1.0,0.0,O,2.333333333333333,2.333333333333333,0.7,0.7,2.0,0.0,0.1714285714285714,0.35,1.0,0.65,0.65,1.8571428571428572,,,"{""Al"": 0.3, ""La"": 0.65, ""Li"": 0.35, ""O"": 3.0, ""Ti"": 0.7}","{""Al"": 1.0, ""La"": 1.0, ""Li"": 1.0, ""O"": 3.0, ""Ti"": 1.0}","{""Al"": 0.7, ""La"": 0.35, ""Li"": 0.65, ""O"": 0.0, ""Ti"": 0.3}","{""Al"": 0.7, ""La"": 0.35, ""Li"": 0.65, ""O"": 0.0, ""Ti"": 0.3}","{""Al"": 2.33333333, ""La"": 0.53846154, ""Li"": 1.85714286, ""O"": 0.0, ""Ti"": 0.42857143}","{""Al"": false, ""La"": true, ""Li"": false, ""O"": true, ""Ti"": true}","{""Al"": true, ""La"": true, ""Li"": true, ""O"": true, ""Ti"": true}",no_neutral_assignment_found,,pymatgen_cif_tolerance2,Li0.5 La0.5 Ti0.5 Al0.5 O3,Li0.5La0.5Ti0.5Al0.5O3,"{""Al"": 0.5, ""La"": 0.5, ""Li"": 0.5, ""O"": 3.0, ""Ti"": 0.5}",False,2.0,2.0,0.0,WARN_INTEGERIZATION_APPROXIMATION,0.4285714285714286,201.0,-2.1171487416598667,21.75966758849304,0.1193840816507645,0.1193840816507716,183.0,20.916746524779967,3.1200089972193927,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vlm,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vlm/Lithium_PDOS_vlm.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vlm/Total_DOS_vlm.csv,980.0,True,True,False,False,False,audit:FAIL_GENERAL_STOICHIOMETRY/PASS
lcx,La0.6Sr0.06Li0.06TiO3,1,La0.6Sr0.06Li0.06Ti1.0O3.0,1.13e-05,,,Pm-3m,221,5.477,5.477,5.477,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,,test,1.13e-05,False,,1.13e-05,1.13e-05,1.13e-05,-4.94692155651658,-4.94692155651658,-4.94692155651658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
mam,La0.56Sr0.1Li0.1TiO3,1,La0.56Sr0.1Li0.1Ti1.0O3.0,1.37e-05,,,Pm-3m,221,5.481,5.481,5.481,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,,test,1.37e-05,False,,1.37e-05,1.37e-05,1.37e-05,-4.863279432843593,-4.863279432843593,-4.863279432843593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
0jx,La0.51Sr0.15Li0.15TiO3,1,La0.51Sr0.15Li0.15Ti1.0O3.0,5.3e-05,,,Pm-3m,221,5.489,5.489,5.489,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,531.0,test,5.3e-05,False,,5.3e-05,5.3e-05,5.3e-05,-4.275724130399211,-4.275724130399211,-4.275724130399211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
lyq,La0.41Sr0.25Li0.25TiO3,1,La0.41Sr0.25Li0.25Ti1.0O3.0,7.64e-05,,,Pm-3m,221,5.495,5.495,5.495,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,530.0,test,7.64e-05,False,,7.64e-05,7.64e-05,7.64e-05,-4.11690664142431,-4.11690664142431,-4.11690664142431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
2tt,La0.385Sr0.275Li0.275TiO3,1,La0.39Sr0.28Li0.28Ti1.0O3.0,6.04e-05,,,Pm-3m,221,5.497,5.497,5.497,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,,test,6.04e-05,False,,6.04e-05,6.04e-05,6.04e-05,-4.218963061378868,-4.218963061378868,-4.218963061378868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
xy0,La0.36Sr0.3Li0.3TiO3,1,La0.36Sr0.3Li0.3Ti1.0O3.0,1.92e-05,,,Pm-3m,221,5.499,5.499,5.499,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,,test,1.92e-05,False,,1.92e-05,1.92e-05,1.92e-05,-4.716698771296451,-4.716698771296451,-4.716698771296451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
epv,La0.58Li0.27TiO3,1,La0.58Li0.27Ti1.0O3.0,0.000832,,,Pm-3m,221,3.8771,3.8771,3.8771,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000832,False,,0.000832,0.000832,0.000832,-3.079876673709276,-3.079876673709276,-3.079876673709276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
v7r,La0.56Li0.33TiO3,1,La0.56Li0.33Ti1.0O3.0,0.0013,,,Pm-3m,221,3.8751,3.8751,3.8751,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.0013,False,,0.0013,0.0013,0.0013,-2.886056647693163,-2.886056647693163,-2.886056647693163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
yhc,La0.55Li0.36TiO3,1,La0.55Li0.36Ti1.0O3.0,0.00154,,,Pm-3m,221,3.8738,3.8738,3.8738,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.00154,False,,0.00154,0.00154,0.00154,-2.812479279163537,-2.812479279163537,-2.812479279163537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
q3c,La0.54Li0.39TiO3,1,La0.54Li0.39Ti1.0O3.0,0.00125,,,Pm-3m,221,3.8726,3.8726,3.8726,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.00125,False,,0.00125,0.00125,0.00125,-2.9030899869919438,-2.9030899869919438,-2.9030899869919438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
pdv,La0.52Li0.45TiO3,1,La0.52Li0.45Ti1.0O3.0,0.000785,,,Pm-3m,221,3.8723,3.8723,3.8723,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000785,False,,0.000785,0.000785,0.000785,-3.1051303432547472,-3.1051303432547472,-3.1051303432547472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
o23,Li0.25La0.25TaO3,1,Li0.25La0.25Ta1.0O3.0,2.61e-05,,,Pm-3m,221,3.9063,3.9063,3.9063,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00414-7,1,D1 - 617,not available,,,,,,,,617.0,test,2.61e-05,False,,2.61e-05,2.61e-05,2.61e-05,-4.583359492661719,-4.583359492661719,-4.583359492661719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
