ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude
xog,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,7.8e-06,7.8e-06,8.2e-06,Ia-3d ,230,12.8566,12.8566,12.8566,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.10.035,1,D2 - 216,done,ICSD ,,,,,161342.0,216.0,,train,7.8e-06,False,,7.8e-06,7.8e-06,7.8e-06,-5.107905397309519,-5.107905397309519,-5.107905397309519
bi3,Li6SrLa2Sb2O12,8,Li48.0Sr8.0La16.0Sb16.0O96.0,6.3e-06,6.3e-06,6.6e-06,Ia-3d ,230,12.8933,12.8933,12.8933,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.10.035,1,D2 - 216,done,ICSD ,,,,,161343.0,216.0,,train,6.3e-06,False,,6.3e-06,6.3e-06,6.3e-06,-5.200659450546418,-5.200659450546418,-5.200659450546418
gcj,Li6(La2Ca)(NbO6)2,8,Li48.0La16.0Ca8.0Nb16.0O96.0,1.33e-06,,,Ia-3d ,230,12.72185,12.72185,12.72185,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.047,1,D2 - 217; D1 - 890,done,ICSD ,,,,,161386.0,217.0,,train,1.33e-06,False,,1.33e-06,1.33e-06,1.33e-06,-5.876148359032914,-5.876148359032914,-5.876148359032914
20k,Li6(La2Sr)(NbO6)2,8,Li48.0La16.0Sr8.0Nb16.0O96.0,3.69e-06,,,Ia-3d ,230,12.83078,12.83078,12.83078,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.047,1,D2 - 217; D1 - 890,done,ICSD ,,"Value for annealed, quenched also available: 6.2e-7",,,161387.0,217.0,,train,3.69e-06,False,,3.69e-06,3.69e-06,3.69e-06,-5.432973633840939,-5.432973633840939,-5.432973633840939
jej,Li6CaLa2Ta2O12,8,Li48.0Ca8.0La16.0Ta16.0O96.0,2.2e-06,,,Ia-3d ,230,12.725,12.725,12.725,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.10.022,1,D2 - 218,done,ICSD ,,,,,163860.0,218.0,,train,2.2e-06,False,,2.2e-06,2.2e-06,2.2e-06,-5.657577319177793,-5.657577319177793,-5.657577319177793
hud,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.3e-05,,,Ia-3d ,230,13.001,13.001,13.001,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.10.022,1,D2 - 218,done,ICSD ,,,,,163861.0,218.0,,train,1.3e-05,False,,1.3e-05,1.3e-05,1.3e-05,-4.886056647693163,-4.886056647693163,-4.886056647693163
4uu,Li6.15La3Zr1.75Ta0.25Ga0.2O12,8,Li49.2La24.0Zr14.0Ta2.0Ga1.6O96.0,0.00041,,,Ia-3d ,230,12.95,12.95,12.95,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,not available,,,,,,,219.0,,train,0.00041,False,,0.00041,0.00041,0.00041,-3.3872161432802645,-3.3872161432802645,-3.3872161432802645
sdz,Li6.15La3Zr1.75Ta0.25Al0.2O12,8,Li49.2La24.0Zr14.0Ta2.0Al1.6O96.0,0.00037,,,Ia-3d ,230,12.95,12.95,12.95,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,not available,,,,,,,219.0,,train,0.00037,False,,0.00037,0.00037,0.00037,-3.431798275933005,-3.431798275933005,-3.431798275933005
7w5,Li6.75La3Zr1.75Ta0.25O12,8,Li54.0La24.0Zr14.0Ta2.0O96.0,0.00087,,,Ia-3d ,230,12.96,12.96,12.96,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,done,,,,Yes,10.1039/c1jm14588f,183873.0,219.0,,train,0.00087,False,,0.00087,0.00087,0.00087,-3.0604807473813813,-3.0604807473813813,-3.0604807473813813
etz,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,1.97e-06,,,Ia-3d ,230,12.9727,12.9727,12.9727,90.0,90.0,90.0,Unknown,10.1039/c1cp22108f,0,,done,,,,Yes,10.1021/ic101914e,261302.0,221.0,,train,1.97e-06,False,,1.97e-06,1.97e-06,1.97e-06,-5.705533773838407,-5.705533773838407,-5.705533773838407
ner,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.69e-05,,,Ia-3d ,230,12.995,12.995,12.995,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2012.04.032,1,D2 - 222,done,,,,,,185602.0,222.0,,train,1.69e-05,False,,1.69e-05,1.69e-05,1.69e-05,-4.772113295386326,-4.772113295386326,-4.772113295386326
z2s,Nd3Zr2Al0.5Li5.5O12,8,Nd24.0Zr16.0Al4.0Li44.0O96.0,3.9e-05,,,Ia-3d ,230,12.8158,12.8158,12.8158,90.0,90.0,90.0,garnet,10.1039/c3ta13252h,1,D2 - 223,done,ICSD ,,,,,189530.0,223.0,,train,3.9e-05,False,,3.9e-05,3.9e-05,3.9e-05,-4.4089353929735005,-4.4089353929735005,-4.4089353929735005
72f,(Li6.26Al0.24)La3Zr2O12,8,Li50.08Al1.92La24.0Zr16.0O96.0,0.00021,,,Ia-3d ,230,12.96328,12.96328,12.96328,90.0,90.0,90.0,garnet,10.1016/j.ssi.2015.04.011,1,D2 - 224,done,ICSD ,,,,,195182.0,224.0,,train,0.00021,False,,0.00021,0.00021,0.00021,-3.677780705266081,-3.677780705266081,-3.677780705266081
sqm,Li6Ba0.5Sr0.5La2Ta2O12,8,Li48.0Ba4.0Sr4.0La16.0Ta16.0O96.0,7.1e-06,,,Ia-3d ,230,12.92046,12.92046,12.92046,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237199.0,226.0,,train,7.1e-06,False,,7.1e-06,7.1e-06,7.1e-06,-5.1487416512809245,-5.1487416512809245,-5.1487416512809245
zxr,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,5.4e-06,,,Ia-3d ,230,12.846394,12.846394,12.846394,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237200.0,226.0,,train,5.4e-06,False,,5.4e-06,5.4e-06,5.4e-06,-5.267606240177032,-5.267606240177032,-5.267606240177032
h89,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.5e-05,,,Ia-3d ,230,12.99726,12.99726,12.99726,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237201.0,226.0,,train,1.5e-05,False,,1.5e-05,1.5e-05,1.5e-05,-4.823908740944319,-4.823908740944319,-4.823908740944319
l9r,Li6CaLa2Ta2O12,8,Li48.0Ca8.0La16.0Ta16.0O96.0,2.2e-06,,,Ia-3d ,230,12.70877,12.70877,12.70877,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237202.0,226.0,,train,2.2e-06,False,,2.2e-06,2.2e-06,2.2e-06,-5.657577319177793,-5.657577319177793,-5.657577319177793
544,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,4e-05,4e-05,5.38e-05,I213 ,199,12.946,12.946,12.946,90.0,90.0,90.0,garnet-like,10.1002/adfm.200400044,1,D2 - 227,not available,,,,,,,227.0,583.0,train,4e-05,False,,4e-05,4e-05,4e-05,-4.3979400086720375,-4.3979400086720375,-4.3979400086720375
ps0,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,7e-06,7e-06,8.84e-06,I213 ,199,12.808,12.808,12.808,90.0,90.0,90.0,garnet-like,10.1002/adfm.200400044,1,D2 - 227,not available,,,,,,,227.0,631.0,train,7e-06,False,,7e-06,7e-06,7e-06,-5.154901959985743,-5.154901959985743,-5.154901959985743
ueu,Li5.74La3Zr1.5Ta0.5O12,8,Li45.92La24.0Zr12.0Ta4.0O96.0,0.000903,,,Ia-3d ,230,12.93,12.93,12.93,90.0,90.0,90.0,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,D2 - 228,done,ICSD ,,,,,239663.0,228.0,,train,0.000903,False,,0.000903,0.000903,0.000903,-3.0443122496864943,-3.0443122496864943,-3.0443122496864943
uwh,La3Li5.08Ta1.51Zr0.39O12,8,La24.0Li40.64Ta12.08Zr3.12O96.0,0.000103,,,Ia-3d ,230,12.84,12.84,12.84,90.0,90.0,90.0,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,D2 - 228,done,ICSD ,,,,,239664.0,228.0,,train,0.000103,False,,0.000103,0.000103,0.000103,-3.987162775294828,-3.987162775294828,-3.987162775294828
gz8,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,1.59e-05,,,Ia-3d ,230,12.8176,12.8176,12.8176,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259164.0,231.0,,train,1.59e-05,False,,1.59e-05,1.59e-05,1.59e-05,-4.798602875679548,-4.798602875679548,-4.798602875679548
419,Li5.3La3Ta1.85Sm0.15O12,8,Li42.4La24.0Ta14.8Sm1.2O96.0,7.11e-06,,,Ia-3d ,230,12.8108,12.8108,12.8108,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259165.0,231.0,,train,7.11e-06,False,,7.11e-06,7.11e-06,7.11e-06,-5.148130399270234,-5.148130399270234,-5.148130399270234
c0g,Li5.5La3Ta1.75Sm0.25O12,8,Li44.0La24.0Ta14.0Sm2.0O96.0,5.17e-06,,,Ia-3d ,230,12.8206,12.8206,12.8206,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259166.0,231.0,,train,5.17e-06,False,,5.17e-06,5.17e-06,5.17e-06,-5.286509456906058,-5.286509456906058,-5.286509456906058
kbu,Li5.70La3Ta1.65Sm0.35O12,8,Li45.6La24.0Ta13.2Sm2.8O96.0,2.15e-05,,,Ia-3d ,230,12.8309,12.8309,12.8309,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259167.0,231.0,,train,2.15e-05,False,,2.15e-05,2.15e-05,2.15e-05,-4.667561540084395,-4.667561540084395,-4.667561540084395
fam,Li5.90La3Ta1.55Sm0.45O12,8,Li47.2La24.0Ta12.4Sm3.6O96.0,1.18e-05,,,Ia-3d ,230,12.846,12.846,12.846,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259168.0,231.0,,train,1.18e-05,False,,1.18e-05,1.18e-05,1.18e-05,-4.928117992693875,-4.928117992693875,-4.928117992693875
dae,Li6.10La3Ta1.45Sm0.55O12,8,Li48.8La24.0Ta11.6Sm4.4O96.0,1.4e-05,,,Ia-3d ,230,12.8525,12.8525,12.8525,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259169.0,231.0,,train,1.4e-05,False,,1.4e-05,1.4e-05,1.4e-05,-4.853871964321762,-4.853871964321762,-4.853871964321762
9p1,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.000569,,,Ia-3d ,230,12.9682,12.9682,12.9682,90.0,90.0,90.0,Unknown,10.1016/j.ssi.2010.12.010,0,,,,,,,,,232.0,,train,0.000569,False,,0.000569,0.000569,0.000569,-3.2448877336049287,-3.2448877336049287,-3.2448877336049287
gkl,Li5La3Nb2O12,8,Li40.0La24.0Nb16.0O96.0,5.08e-06,,,Ia-3d ,230,12.718,12.718,12.718,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,done,,,ic # incorrect,Yes,10.1039/b514640b,171171.0,233.0,,train,5.08e-06,False,,5.08e-06,5.08e-06,5.08e-06,-5.294136287716081,-5.294136287716081,-5.294136287716081
ijh,Li5La3Nb1.95Y0.05O12,8,Li40.0La24.0Nb15.6Y0.4O96.0,1.34e-05,,,Ia-3d ,230,12.717,12.717,12.717,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,,train,1.34e-05,False,,1.34e-05,1.34e-05,1.34e-05,-4.872895201635193,-4.872895201635193,-4.872895201635193
q46,Li5La3Nb1.9Y0.1O12,8,Li40.0La24.0Nb15.2Y0.8O96.0,1.44e-05,,,Ia-3d ,230,12.717,12.717,12.717,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,,train,1.44e-05,False,,1.44e-05,1.44e-05,1.44e-05,-4.841637507904751,-4.841637507904751,-4.841637507904751
8m3,Li5La3Nb1.85Y0.15O12,8,Li40.0La24.0Nb14.8Y1.2O96.0,5.71e-06,,,Ia-3d ,230,12.732,12.732,12.732,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,,train,5.71e-06,False,,5.71e-06,5.71e-06,5.71e-06,-5.243363891754152,-5.243363891754152,-5.243363891754152
zyx,Li5La3Nb1.8Y0.2O12,8,Li40.0La24.0Nb14.4Y1.6O96.0,9.13e-06,,,Ia-3d ,230,12.743,12.743,12.743,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,,train,9.13e-06,False,,9.13e-06,9.13e-06,9.13e-06,-5.039529222465701,-5.039529222465701,-5.039529222465701
qvu,Li5La3Nb1.75Y0.25O12,8,Li40.0La24.0Nb14.0Y2.0O96.0,9.68e-06,,,Ia-3d ,230,12.717,12.717,12.717,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,,train,9.68e-06,False,,9.68e-06,9.68e-06,9.68e-06,-5.014124642691606,-5.014124642691606,-5.014124642691606
v07,La3Zr2Ga0.5Li5.5O12,8,La24.0Zr16.0Ga4.0Li44.0O96.0,0.0001,,,Ia-3d ,230,12.9697,12.9697,12.9697,90.0,90.0,90.0,garnet,10.1039/c2dt31318a,1,D2 - 236,not available,,,appendix: diffraction data available,,,,236.0,,train,0.0001,False,,0.0001,0.0001,0.0001,-4.0,-4.0,-4.0
bqx,Li3Nd3Te2O12,8,Li24.0Nd24.0Te16.0O96.0,<1E-10,,,Ia-3d ,230,12.56253,12.56253,12.56253,90.0,90.0,90.0,garnet,10.1021/cm060992t,1,D2 - 240; D1 - 788,not available,,,,,,,240.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
z53,Li6.6La3Zr1.6Ta0.4O12,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.000313,,,Ia-3d ,230,12.9594,12.9594,12.9594,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,329.0,786.0,train,0.000313,False,,0.000313,0.000313,0.000313,-3.5044556624535517,-3.5044556624535517,-3.5044556624535517
8y4,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,8,Li52.8La23.0Y1.0Zr12.8Ta3.2O96.0,0.000317,,,Ia-3d ,230,12.9572,12.9572,12.9572,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,,655.0,train,0.000317,False,,0.000317,0.000317,0.000317,-3.4989407377822483,-3.4989407377822483,-3.4989407377822483
ucw,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,8,Li52.8La22.0Y2.0Zr12.8Ta3.2O96.0,0.000436,,,Ia-3d ,230,12.9506,12.9506,12.9506,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,,654.0,train,0.000436,False,,0.000436,0.000436,0.000436,-3.360513510731414,-3.360513510731414,-3.360513510731414
ff9,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,8,Li52.8La20.0Y4.0Zr12.8Ta3.2O96.0,0.000226,,,Ia-3d ,230,12.9479,12.9479,12.9479,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,329.0,656.0,train,0.000226,False,,0.000226,0.000226,0.000226,-3.6458915608525992,-3.6458915608525992,-3.6458915608525992
2mn,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.000511,,,Ia-3d ,230,12.968,12.968,12.968,90.0,90.0,90.0,garnet,10.1002/anie.200701144,0,D1 - 21,not available,,,appendix: diffraction data available,,,,,10.0,train,0.000511,False,,0.000511,0.000511,0.000511,-3.291579099865287,-3.291579099865287,-3.291579099865287
8ee, Li6.4Al0.19La3Zr2O11.8,8,Li51.2Al1.52La24.0Zr16.0O94.4,0.00031,,,Ia-3d ,230,12.972,12.972,12.972,90.0,90.0,90.0,Unknown,10.1016/j.jpowsour.2012.02.100,1,,,,,,,,,,14.0,train,0.00031,False,,0.00031,0.00031,0.00031,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274
8k7,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,1.54e-06,,,Ia-3d ,230,12.85,12.85,12.85,90.0,90.0,90.0,garnet,10.1016/j.ssi.2009.11.015,1,D1 - 239,not available,,,,,,,,239.0,train,1.54e-06,False,,1.54e-06,1.54e-06,1.54e-06,-5.812479279163537,-5.812479279163537,-5.812479279163537
b7v,Li5La3Bi2O12,8,Li40.0La24.0Bi16.0O96.0,2.2e-05,,,Ia-3d ,230,13.052,13.052,13.052,90.0,90.0,90.0,garnet,10.1016/j.ssi.2017.03.030,1,D1 - 713,not available,,,,,,,,713.0,train,2.2e-05,False,,2.2e-05,2.2e-05,2.2e-05,-4.657577319177793,-4.657577319177793,-4.657577319177793
66a,Li6.75La3Zr1.75Nb0.25O12 ,8,Li54.0La24.0Zr14.0Nb2.0O96.0,0.0008,,,Ia-3d ,230,12.9519,12.9519,12.9519,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2010.11.089,1,D2 - 249; D1 - 769,not available,,,,,,,249.0,638.0,train,0.0008,False,,0.0008,0.0008,0.0008,-3.0969100130080562,-3.0969100130080562,-3.0969100130080562
kh3,Li6.5La3Zr1.5Ta0.5O12 ,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.00092,,,Ia-3d ,230,12.945,12.945,12.945,90.0,90.0,90.0,Unknown,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19094,25446.0,205.0,668.0,train,0.00092,False,,0.00092,0.00092,0.00092,-3.036212172654445,-3.036212172654445,-3.036212172654445
zqx,Li6.6La3Zr1.6Ta0.4O12 ,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.00073,,,Ia-3d ,230,12.948,12.948,12.948,90.0,90.0,90.0,Unknown,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,not available,,,,,,,205.0,669.0,train,0.00073,False,,0.00073,0.00073,0.00073,-3.136677139879544,-3.136677139879544,-3.136677139879544
o5q,Li6.8La3Zr1.8Ta0.2O12 ,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00028,,,Ia-3d ,230,12.964,12.964,12.964,90.0,90.0,90.0,Unknown,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22955.0,205.0,672.0,train,0.00028,False,,0.00028,0.00028,0.00028,-3.552841968657781,-3.552841968657781,-3.552841968657781
0ew,Li6La3ZrTaO12 ,8,Li48.0La24.0Zr8.0Ta8.0O96.0,0.00016,,,Ia-3d ,230,12.891,12.891,12.891,90.0,90.0,90.0,Unknown,10.1039/c2jm31413d,0,,,,,duplicate with line 510,,,,205.0,673.0,train,0.00016,False,,0.00016,0.00016,0.00016,-3.795880017344075,-3.795880017344075,-3.795880017344075
tbj,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,3.33e-06,,,Ia-3d ,230,12.84665,12.84665,12.84665,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.002,1,D2 - 217; D1 - 890,done,ICSD ,,duplicate with line 536,,,161389.0,217.0,,train,3.33e-06,False,,3.33e-06,3.33e-06,3.33e-06,-5.47755576649368,-5.47755576649368,-5.47755576649368
dbs,Li6.5La3Zr1.5Ta0.5O12,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.000794,,,Ia-3d ,230,12.954,12.954,12.954,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,34.0,train,0.000794,False,,0.000794,0.000794,0.000794,-3.1001794975729036,-3.1001794975729036,-3.1001794975729036
bt0,Li6.5La2.95Ba0.05Zr1.45Ta0.55O12,8,Li52.0La23.6Ba0.4Zr11.6Ta4.4O96.0,0.000832,,,Ia-3d ,230,12.949,12.949,12.949,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0,train,0.000832,False,,0.000832,0.000832,0.000832,-3.079876673709276,-3.079876673709276,-3.079876673709276
dti,Li6.5La2.9Ba0.1Zr1.4Ta0.6O12,8,Li52.0La23.2Ba0.8Zr11.2Ta4.8O96.0,0.000834,,,Ia-3d ,230,12.944,12.944,12.944,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0,train,0.000834,False,,0.000834,0.000834,0.000834,-3.078833949362261,-3.078833949362261,-3.078833949362261
7gm,Li6.5La2.8Ba0.2Zr1.3Ta0.7O12,8,Li52.0La22.4Ba1.6Zr10.4Ta5.6O96.0,0.000631,,,Ia-3d ,230,12.952,12.952,12.952,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0,train,0.000631,False,,0.000631,0.000631,0.000631,-3.1999706407558657,-3.1999706407558657,-3.1999706407558657
c71,Li6.5La2.7Ba0.3Zr1.2Ta0.8O12,8,Li52.0La21.6Ba2.4Zr9.6Ta6.4O96.0,0.000492,,,Ia-3d ,230,12.964,12.964,12.964,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0,train,0.000492,False,,0.000492,0.000492,0.000492,-3.3080348972326394,-3.3080348972326394,-3.3080348972326394
rgo,Li7La3Ta2O13,8,Li56.0La24.0Ta16.0O104.0,2.65e-06,,,Ia-3d ,230,12.82,12.82,12.82,90.0,90.0,90.0,garnet,10.1016/j.ssi.2009.07.002,1,D1  - 228,not available,,,,,,,,187.0,train,2.65e-06,False,,2.65e-06,2.65e-06,2.65e-06,-5.576754126063192,-5.576754126063192,-5.576754126063192
zzr,Li10GeP2S12,2,Li20.0Ge2.0P4.0S24.0,0.0076,,,P42/nmcZ,137,8.6877,8.6877,12.5827,90.0,90.0,90.0,Unknown,10.1021/jacs.0c10735,1,,done,ICSD-30161,,,,,30161.0,,,train,0.0076,False,,0.0076,0.0076,0.0076,-2.1191864077192086,-2.1191864077192086,-2.1191864077192086
kop,Li10Ge0.66Sn0.33P2S12,2,Li20.0Ge1.32Sn0.66P4.0S24.0,0.0064,,,P42/nmcZ,137,8.7068,8.7068,12.6394,90.0,90.0,90.0,Unknown,10.1021/jacs.0c10735,1,,done,ICSD-30165,,,,,30165.0,,,train,0.0064,False,,0.0064,0.0064,0.0064,-2.193820026016113,-2.193820026016113,-2.193820026016113
rty,Li10Ge0.33Sn0.66P2S12,2,Li20.0Ge0.66Sn1.32P4.0S24.0,0.0048,,,P42/nmcZ,137,8.7182,8.7182,12.6876,90.0,90.0,90.0,Unknown,10.1021/jacs.0c10735,1,,done,ICSD-30169,,,,,30169.0,,,train,0.0048,False,,0.0048,0.0048,0.0048,-2.318758762624413,-2.318758762624413,-2.318758762624413
kko,Li10SnP2S12,2,Li20.0Sn2.0P4.0S24.0,0.0038,,,P42/nmcZ,137,8.7297,8.7297,12.7428,90.0,90.0,90.0,Unknown,10.1021/jacs.0c10735,1,,done,ICSD-30173,,,,,30173.0,,,train,0.0038,False,,0.0038,0.0038,0.0038,-2.42021640338319,-2.42021640338319,-2.42021640338319
ro9,Li3BP2O8,2,Li6.0B2.0P4.0O16.0,9.6e-12,,,P -1,2,5.1888,7.4118,7.6735,101.179,105.067,90.335,Borophosphates,10.1039/C3DT52917G,1,D2 - 7,done,248343-ICSD,,,,,248343.0,7.0,,test,9.6e-12,False,,9.6e-12,9.6e-12,9.6e-12,-11.017728766960431,-11.017728766960431,-11.017728766960431
7cr,Li2NaBP2O8,2,Li4.0Na2.0B2.0P4.0O16.0,4.4e-18,,,P -1,2,5.4344,7.3793,7.984,103.243,109.27,87.391,Borophosphates,10.1016/j.jssc.2014.11.024,1,D2- 7,done,291512-ICSD,,,,,291512.0,7.0,,test,4.4e-18,False,,4.4e-18,4.4e-18,4.4e-18,-17.356547323513812,-17.356547323513812,-17.356547323513812
mdp,Li7P3S11,2,Li14.0P6.0S22.0,0.0032,,,P -1,2,12.5009,6.0316,12.5303,102.845,113.2024,74.467,Unknown,10.1039/c3ee41655k|10.1016/j.ssi.2007.05.020|10.1016/j.ssi.2006.04.017,0,,done,,,,,,157654.0,5.0,28.0,test,0.0032,False,,0.0032,0.0032,0.0032,-2.494850021680094,-2.494850021680094,-2.494850021680094
ptg,Li7P3S11,2,Li14.0P6.0S22.0,0.0086,,,P -1,2,12.4258,6.0401,12.515,103.076,113.342,74.883,Unknown,10.1021/acs.chemmater.6b02163,0,,,,,,,,,12.0,,test,0.0086,False,,0.0086,0.0086,0.0086,-2.065501548756432,-2.065501548756432,-2.065501548756432
o4u,Li3.8Ge0.8P0.2S4,24,Li91.2Ge19.2P4.8S96.0,1.78e-06,,,P21/m,11,13.9668,23.3842,12.3196,90.0,89.967,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,1.78e-06,False,,1.78e-06,1.78e-06,1.78e-06,-5.749579997691106,-5.749579997691106,-5.749579997691106
yy9,Li3.6Ge0.6P0.4S4,24,Li86.4Ge14.4P9.6S96.0,0.000175,,,P21/m,11,13.9016,23.454,12.3367,90.0,90.043,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.000175,False,,0.000175,0.000175,0.000175,-3.7569619513137056,-3.7569619513137056,-3.7569619513137056
mvq,Li3.4Ge0.4P0.6S4,24,Li81.6Ge9.6P14.4S96.0,0.000654,,,P21/m,11,13.769,23.614,12.359,90.0,90.66,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.000654,False,,0.000654,0.000654,0.000654,-3.184422251675733,-3.184422251675733,-3.184422251675733
2yl,Li3.35Ge0.35P0.65S4,24,Li80.4Ge8.4P15.6S96.0,0.00154,,,P21/m,11,13.393,22.947,18.2009,90.0,92.562,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.00154,False,,0.00154,0.00154,0.00154,-2.812479279163537,-2.812479279163537,-2.812479279163537
5qm,Li3.3Ge0.3P0.7S4,24,Li79.2Ge7.2P16.8S96.0,0.00174,,,P21/m,11,13.387,22.968,18.2015,90.0,92.594,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.00174,False,,0.00174,0.00174,0.00174,-2.7594507517174,-2.7594507517174,-2.7594507517174
